All traffic signals
PX,Main,Mid Block,Side 1,Side 2,Private Access,Additional Info,Geo ID,Node ID,X,Y,Latitude,Longitude,Activation Date,Signal System,Non system,Mode of Control,Pedestrian Walk speed,APS,Transit Preempt,Fire preempt,Rail preempt,No. of Signalized Approaches
"1299","LESLIE ST","67m SOUTH OF","DEXTER BLVD","","","","436598","0","315232.978865","4850794.54484","43.79898","-79.37013","1980-08-15 00:00:00.0","Awaiting TransSuite Control","","PED","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","2"
"1300","BURNHAMTHORPE RD","","MILL RD","","","","912255","13468564","297976.961","4833033.028","43.63925","-79.58432","1971-12-07 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1301","CALEDONIA RD","","GLENCAIRN AVE","","","","446442","13457583","307621.1675","4840300.7942","43.70467","-79.46478","1978-02-11 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"1302","CALEDONIA RD","","ORFUS RD","","","","8292824","13455455","307349.981","4841756.681","43.71777","-79.46814","1976-10-12 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"1303","COLLEGE ST","","CRAWFORD ST","","","","6522766","13465995","311315.23","4834804.85","43.65519","-79.41901","1979-08-16 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","3"
"1304","DAVENPORT RD","","SYMINGTON AVE","","","","2216140","13463516","308553.54","4836531.65","43.67074","-79.45323","1979-06-07 00:00:00.0","Awaiting TransSuite Control","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","4"
"1305","DUNDAS ST W","","RONCESVALLES AVE","","","","1145060","13466258","308668.43","4834661.25","43.65388","-79.45181","1975-12-29 00:00:00.0","Awaiting TransSuite Control","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","3"
"1306","DUNDAS ST W","","ROYALAVON CRES","MICHAEL POWER PL","","","14204002","13467775","302205.004","4833699.323","43.64524","-79.53197","1977-08-11 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","4"
"1307","EGLINTON AVE W","","WILLIAM R ALLEN RD N","","","EAST INTERSECTION","12352759","13458384","310020.712","4839673.358","43.69902","-79.43502","1980-09-18 00:00:00.0","TransSuite","","SAV","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","2"
"1308","EGLINTON AVE W","","LASCELLES BLVD","PRIVATE ACCESS","","","1138377","13457261","312541.38","4840410.5","43.70567","-79.40373","1979-12-28 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1309","EGLINTON AVE W","","EDEN VALLEY DR","RUSSELL RD","","","8417204","13461913","302137.43067","4837683.394","43.68111","-79.53289","1978-12-09 00:00:00.0","SCOOT","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","4"
"1310","EVANS AVE","","GAIR DR","","","","914068","13470192","300574.582","4829778.828","43.60994","-79.55212","1977-12-16 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"1311","HARBORD ST","","PALMERSTON BLVD","","","","2839436","13465025","311864.2596","4835456.2483","43.66106","-79.41216","1976-06-21 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1312","ISLINGTON AVE","","BIRMINGHAM ST","","","","8824627","13470367","304274.79096","4829037.09952","43.60329","-79.50629","1979-07-12 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1313","ISLINGTON AVE","","NEW TORONTO ST","","","","914184","13470270","304253.7233","4829425.8904","43.60677","-79.5066","1979-04-12 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1314","ISLINGTON AVE","","JUDSON ST","","","","9879421","13470081","304103.665202","4830197.12766","43.61375","-79.50845","1979-04-12 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1315","ISLINGTON AVE","","POPLAR HEIGHTS DR","PRINCESS MARGARET BLVD","","","8417076","13462889","301790.432522","4837078.53573","43.67567","-79.53709","1978-06-09 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1316","JANE ST","","ARDAGH ST","","","","9340626","13466049","305823.73","4834866.52","43.65576","-79.4871","1979-11-07 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","3"
"1317","JANE ST","","BALA AVE","EMMETT AVE","","","8255","13460183","304735.64","4838688.47","43.69015","-79.50059","1980-03-01 00:00:00.0","Awaiting TransSuite Control","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","4"
"1318","JANE ST","","HARDING AVE","","","","446608","13458435","304550.94","4839734","43.69957","-79.50287","1979-03-04 00:00:00.0","Awaiting TransSuite Control","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","3"
"1319","KEELE ST","","RUSTIC RD","","","","9487201","13455463","306385.73","4841768.93","43.71787","-79.48009","1978-02-08 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1320","KING ST W","","JOHN ST","","","","10180374","13467321","313676.48","4833857.24","43.64662","-79.38976","1979-11-29 00:00:00.0","MTSS","","FXT","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","1","","","4"
"1321","KIPLING AVE","","BLOOR ST W","KIPLING N DUNDAS W RAMP","","","911907","13468211","301931.1115","4833317.9645","43.6417404983333","-79.5355582113889","1976-08-07 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"1322","KIPLING AVE","","NEW TORONTO ST","PRIVATE ACCESS","","","914446","13470354","303221.292","4829115.555","43.60398","-79.51933","1976-10-15 00:00:00.0","Awaiting TransSuite Control","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","4"
"1323","KIPLING AVE","","OLIVEWOOD RD","","","","912504","13468871","302142.26372","4832621.6503","43.63547316671","-79.53293756989","1976-12-15 00:00:00.0","TransSuite","","SA2","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","3"
"1324","LAKE SHORE BLVD W","","FIFTH ST","","","","7348779","13470434","304539.4511","4828814.0328","43.60131","-79.50301","1979-07-12 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"1325","LAKE SHORE BLVD W","","ISLINGTON AVE","SEVENTH ST","","","914447","13470452","304358.26","4828758.78","43.60083","-79.50525","1979-07-12 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","4"
"1326","LAWRENCE AVE W","","BRUCEWOOD CRES","GLENMOUNT AVE","","","445089","13455263","310184.994","4841840.151","43.71852","-79.43295","1977-09-22 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1327","NORTH QUEEN ST","","SHORNCLIFFE RD","","","","8066747","13469743","301501.85","4831171.49","43.62252","-79.5406","1977-12-16 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"1328","OLD WESTON RD","","TURNBERRY AVE","","","","1141110","13462260","307620.54","4837383.866","43.67841","-79.46481","1978-12-04 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1329","QUEEN ST W","","DUFFERIN ST","","","","10784605","13467983","310541.08","4833365.57","43.64222","-79.42863","1978-02-02 00:00:00.0","MTSS","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","4"
"1330","QUEEN ST W","","DUNN AVE","","","","10775253","13468148","310067.37","4833233.84","43.64107","-79.43451","1978-02-14 00:00:00.0","MTSS","","SAP","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","1","","","3"
"1331","QUEEN ST W","","GLADSTONE AVE","SUDBURY ST","","","7553262","13467944","310660.814","4833399.216","43.64252","-79.42717","1959-11-08 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","","","4"
"1332","QUEEN ST W","","STRACHAN AVE","","","","7569551","13467560","311786.99","4833717.49","43.64537","-79.41319","1979-06-11 00:00:00.0","MTSS","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","3"
"1333","SHEPPARD AVE E","","ARAGON AVE","BAY MILLS BLVD","","","107225","13445956","320529.69","4848641","43.7796","-79.30439","1981-04-23 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","4"
"1334","ROYAL YORK RD","","EVANS AVE","","","","7963405","13469783","304752.02106","4831008.50221","43.62102","-79.50034","1976-03-09 00:00:00.0","TransSuite","","SA2","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","3"
"1335","SPADINA AVE","","SULLIVAN ST","","","","10494196","13466618","313073.6","4834334.03","43.65091","-79.39723","1977-09-21 00:00:00.0","Awaiting TransSuite Control","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","3"
"1336","ST CLAIR AVE W","","WELLS HILL AVE","","","","1140020","13461167","311566.107505","4837969.54098","43.6837","-79.41572","1978-01-19 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","4"
"1337","THE EAST MALL","","427 X N CLOVERDALE RAMP","","","","9110157","13469052","300214.75","4832470.04","43.63409930784","-79.55682433151","1976-09-07 00:00:00.0","MTSS","","SA2","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","3"
"1338","THE QUEENSWAY","","CANMOTOR AVE","LADY BANK RD","","","9941305","13469627","303840.69","4831378.41","43.62436","-79.51167","1979-10-30 00:00:00.0","SCOOT","","SA2","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"1339","NEILSON RD","","MCLEVIN AVE","","","","12834067","13442522","327178.22","4851949.71","43.80919","-79.22163","1984-11-27 00:00:00.0","MTSS","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1340","THE WEST MALL","","WEST MALL CRES","PRIVATE ACCESS","","","913169","13469504","300030.94","4831693.28","43.62718","-79.55891","1978-07-18 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1341","WESTON RD","","WILBY CRES","WRIGHT AVE","","","7074349","13458683","303872.092","4839599.606","43.69838","-79.5113","1978-05-18 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1342","WILSON AVE","200m EAST OF","DALLNER RD","PRIVATE ACCESS","SHERIDAN MALL","","444991","0","303865.34","4842046","43.72030998935","-79.51159964452","1979-07-08 00:00:00.0","TransSuite","","SAP","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"1343","WYNFORD DR","","GERVAIS DR","","","","11541930","13454346","317958.161","4842405.607","43.72356","-79.33649","1977-07-06 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"1344","LAKE SHORE BLVD W","","BRITISH COLUMBIA RD","","","WB LAKE SHORE BLVD W","1147543","13469154","310498.677","4832168.295","43.63143","-79.42941","1979-06-20 00:00:00.0","SCOOT","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"1345","LAKE SHORE BLVD W","","NEWFOUNDLAND RD","ONTARIO PLACE BLVD","","","1147466","13469034","311981.05","4832280.75","43.632436","-79.41096","1979-05-17 00:00:00.0","SCOOT","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1346","YORKDALE RD","","YORKDALE 401 ALLEN N RAMP","PRIVATE ACCESS","YORKDALE MALL","HWY 401 ACCESS","20080593","20080595","308927.64","4842630.366","43.7256","-79.44856","1978-01-12 00:00:00.0","MTSS","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1347","YORKDALE 401 ALLEN N RAMP","","ALLEN X N 401 C E RAMP","PRIVATE ACCESS","YORKDALE MALL","HWY 401 ACCESS","444248","13454242","309033.83","4842651.34","43.72574736982","-79.44745081525","1967-01-01 00:00:00.0","Awaiting TransSuite Control","","SAV","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","2"
"1348","BLACK CREEK DR","","LAWRENCE AVE W","","","","446523","13457600","305260","4840333.56","43.70496","-79.49411","1981-08-06 00:00:00.0","SCOOT","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1349","RENFORTH DR","","ERINGATE DR","ELMBROOK CRES","","","910560","13465556","298063.516","4835332.741","43.65993","-79.58331","1981-01-16 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1350","DUNDAS ST W","","AUKLAND RD","","","","10636395","13468572","301717.09","4832954.69","43.63853","-79.538","1980-11-21 00:00:00.0","SCOOT","","SA2","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","1","","","4"
"1351","COLLEGE ST","","ELIZABETH ST","","","","10948034","13465052","313863.79","4835403.04","43.66051","-79.38742","1980-10-17 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","4"
"1352","PROGRESS AVE","","CONSILIUM PL","GRANGEWAY AVE","","","107432","13446221","324865.67","4848331.07","43.77668","-79.25052","1983-01-01 00:00:00.0","MTSS","","SA2","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"1353","DON MILLS RD","","MOATFIELD DR","","","","440386","13448975","317091.84","4846307.36","43.75866","-79.3471","1980-11-27 00:00:00.0","SCOOT","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","3"
"1354","DIXON RD","","GOLFWOOD HTS","PRIVATE ACCESS","","","908438","13458710","301569.1867","4839625.5041","43.69863","-79.53984","1980-05-29 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1355","COXWELL AVE","","HANSON ST","","","","7791810","13461623","319124.17528","4837557.498522","43.67984","-79.32213","1980-02-12 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"1356","MCCOWAN RD","","BUSHBY DR","TOWN CENTRE CRT","","","107897","13446506","324729.24","4848098.02","43.77469","-79.2523","1984-05-10 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1357","BIRCHMOUNT RD","","ALLANFORD RD","SCARDEN AVE","","","107875","13446623","321282.886","4848051.193","43.77425","-79.29504","1983-06-15 00:00:00.0","Awaiting TransSuite Control","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1358","GERRARD ST W","","ELIZABETH ST","","","","7792568","13465422","313945.615","4835143.141","43.65819","-79.3864","1980-10-15 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1359","KIPLING AVE","","WIDDICOMBE HILL","WIDDICOMBE HILL BLVD","","","909522","13462349","300614.60228","4837444.933","43.67895","-79.5517","1980-10-12 00:00:00.0","SCOOT","","SAP","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"1360","DAWES RD","","CRESCENT TOWN RD","","","","1156","13458464","321121.957","4839417.302","43.69655","-79.2973","1980-11-25 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"1361","NEILSON RD","","401 C W NEILSON RD RAMP","NEILSON RD S 401 C W RAMP","","HWY 401 NORTH INTERSECTION","105696","13443860","327609.992","4850386.135","43.7950311144444","-79.2165617094444","1980-11-21 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"1362","NEILSON RD","","401 C E NEILSON RD RAMP","NEILSON RD 401 C E RAMP","","HWY 401 SOUTH INTERSECTION","106023","13444143","327705.4924","4850132.8989","43.79291","-79.21516","1980-11-21 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"1363","STEELES AVE E","","BIRCHMOUNT RD","","","","103265","13441903","319510.703","4853286.005","43.82142","-79.31693","1980-09-09 00:00:00.0","SCOOT","","FXT","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"1364","STEELES AVE E","","BLUFFWOOD DR","FAIRWAY HEIGHTS DR","","","436249","13442811","314753.18","4851757.09","43.80773","-79.37609","1980-02-10 00:00:00.0","SCOOT","","SA2","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"1366","MOUNT PLEASANT RD","","BELSIZE DR","","","","1138658","13457764","313824.81","4840064","43.70249","-79.38778","1980-08-08 00:00:00.0","MTSS","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1367","DUNDAS ST W","","WINDERMERE AVE","","","","9356","13464462","305919.26","4835965.194","43.66565","-79.48592","1977-10-18 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"1368","ALBION RD","","CARRIER DR","","","","10618066","13451519","295580.2182","4844844.1381","43.74552","-79.61428","1980-11-27 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"1369","ALBION RD","","HUMBERLINE DR","PRIVATE ACCESS","","","7063113","13451309","294956.5772","4844998.5641","43.74689","-79.62201","1980-11-27 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1370","ROYAL YORK RD","45m NORTH OF","STRATH HUMBER CRT","PRIVATE ACCESS","HUMBERTOWN PLAZA","","910416","0","303349.631","4835538.337","43.66182","-79.51777","1977-09-27 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","3"
"1371","WILSON AVE","","JETHRO RD","","","","445129","13455405","303299.3","4841868.05","43.71878","-79.51842","1981-08-01 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"1372","MCCOWAN RD","","SANDHURST CRCL","","","NORTH INTERSECTION","103951","13442364","323352.378","4852211.676","43.811645","-79.269196","1984-05-17 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1373","KINGSTON RD","","POPLAR RD","PRIVATE ACCESS","","","108468","13447596","329656.6859","4847159.9998","43.76602","-79.1911","1984-07-25 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1374","PROGRESS AVE","","BOROUGH DR","","","MCCOWAN S/B OFF RAMP","107427","13446229","324569.54","4848328.08","43.77659362542","-79.25441809501","1984-10-25 00:00:00.0","MTSS","","FXT","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"1375","YONGE ST","","SOUDAN AVE","BERWICK AVE","","","10494398","13457472","313016.88","4840272","43.70426","-79.39784","1976-10-09 00:00:00.0","MTSS","","SAP","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"1376","SPADINA RD","","HEATH ST W","","","","7245828","13460582","311875.07","4838318.19","43.68679","-79.41203","1981-01-14 00:00:00.0","MTSS","","SAP","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"1377","WARDEN AVE","","ASHTONBEE RD","","","","111510","13453141","321801.5","4843217","43.73072","-79.28876","1976-06-12 00:00:00.0","Awaiting TransSuite Control","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1378","EGLINTON AVE E","","DUNFIELD AVE","PRIVATE ACCESS","","","1138300","13456978","313206.66","4840603","43.70738","-79.39548","1981-01-29 00:00:00.0","Awaiting TransSuite Control","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","","","4"
"1379","BAYVIEW AVE","","POTTERY RD","","","","1786","13460241","315781.77","4838450.17","43.68798","-79.36359","1977-11-05 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","3"
"1380","FINCH AVE E","","SANDHURST CRCL","","","EAST INTERSECTION","10155169","13442585","323870.34","4851900.73","43.80887","-79.26276","1983-02-02 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","4"
"1381","YONGE ST","","ATHABASKA AVE","PRIVATE ACCESS","CENTREPOINT MALL","","7195905","13444177","311268.65","4850393.78","43.79549","-79.41941","1984-10-18 00:00:00.0","SCOOT","","SAP","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"1382","NEILSON RD","","SEWELLS RD","TAPSCOTT RD","","","2133557","13442715","327420.881","4851657.618","43.80657","-79.21865","1984-12-06 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1383","STEELES AVE W","","PETROLIA RD","TANDEM RD","","","5625173","13445906","305578.972","4848957.222","43.7826","-79.49012","1984-05-31 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1384","YORK MILLS RD","60m EAST OF","SANDOVER DR","","","","439864","0","318319.515","4846429.635","43.75973","-79.33196","1979-11-09 00:00:00.0","TransSuite","","PED","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","2"
"1385","PROGRESS AVE","","CORPORATE DR","PRIVATE ACCESS","SCARBOROUGH TOWN CENTRE","","107262","13446002","324469.88","4848531.82","43.77859","-79.25549","1984-10-25 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1386","EGLINTON AVE E","","CREDIT UNION DR","SWIFT DR","","","444110","13453958","319423.56","4842703","43.72615","-79.31828","1981-12-11 00:00:00.0","SCOOT","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1387","KINGSTON RD","","401 C W KINGSTON RD RAMP","","","HWY 401 W/B OFF RAMP","14066529","13443179","333400.636","4850966.561","43.8000543838889","-79.1445772330556","1981-05-02 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"1388","QUEEN ST E","","KINGSTON RD","EASTERN AVE","","","1142448","13463787","319897.59","4836161.5","43.66727","-79.31257","1981-10-02 00:00:00.0","MTSS","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","4"
"1389","DON MILLS RD","","GATEWAY BLVD","PRIVATE ACCESS","ONTARIO SCIENCE CENTRE","","445623","13455700","317971.38","4841396.67","43.71439","-79.33642","1978-06-14 00:00:00.0","SCOOT","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1390","GERRARD ST E","","SUMACH ST","","","","4907680","13464586","315954.47","4835699.87","43.66318","-79.36148","1980-02-19 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","3"
"1391","SHERBOURNE ST","","ISABELLA ST","","","","9980235","13463512","314800.74","4836419.88","43.66965","-79.3758","1979-08-21 00:00:00.0","SCOOT","","FXT","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","3"
"1392","LOWER JARVIS ST","","THE ESPLANADE","","","","1145790","13467011","315196.18","4834039.67","43.64826","-79.3709","1980-06-18 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1393","QUEEN ST E","","GREENWOOD AVE","","","","8408413","13464286","318872.91","4835843","43.6644","-79.32528","1981-04-15 00:00:00.0","MTSS","","SAP","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","1","","","3"
"1394","MORNINGSIDE AVE","95m NORTH OF","BEATH ST","","ENTRANCE TO WEST HILL COLLEGIATE","","107532","0","329818.31","4848223","43.77559","-79.18901","1980-12-31 00:00:00.0","MTSS","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"1395","PARK LAWN RD","","BERRY RD","","","","7846146","13468745","305314.3077","4832690.9987","43.63619","-79.49343","1981-06-08 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1396","KENNEDY RD","","PASSMORE AVE","PURCELL SQ","","","9467832","13442033","320490.513","4852961.018","43.818461","-79.304727","1981-12-08 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1397","MARKHAM RD","","EASTPARK BLVD","STEVENWOOD RD","","","109597","13449130","327005","4846006","43.75568","-79.22403","1981-08-13 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1398","MCCOWAN RD","","SANDHURST CRCL","","","SOUTH INTERSECTION","10155176","13442901","323665.998","4851490.006","43.80514","-79.26531","1981-03-09 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1399","BATHURST ST","","GREENWIN VILLAGE RD","PRIVATE ACCESS","FOREST SQ. APARTMENTS","","437063","13444801","309180.03","4849875.5","43.79084","-79.44537","1981-09-17 00:00:00.0","MTSS","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","1","","","4"
"1400","STEELES AVE W","395m WEST OF","YONGE ST","PRIVATE ACCESS","CENTREPOINT MALL","","436631","0","310837.34","4850560","43.79703","-79.42484","1981-11-18 00:00:00.0","MTSS","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"1401","BLOOR ST W","","HURON ST","","","","8408589","13463998","312724.55","4836139.99","43.66717","-79.40152","1981-11-19 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1402","BLOOR ST W","","ABERFOYLE CRES","GARDENVALE RD","","","6772022","13467706","303252.99196","4833747.63755","43.64571","-79.51902","1981-11-24 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","4"
"1403","WESTON RD","","GUNNS RD","PRIVATE ACCESS","","","10365007","13462686","307171.42","4837108.652","43.67595","-79.47032","1981-11-25 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1404","ST CLAIR AVE W","","GUNNS RD","OLD STOCK YARDS RD","HOME DEPOT ENTRANCE","","13323732","13463362","307112.63","4836648.99","43.6717778","-79.4711048","1981-11-25 00:00:00.0","MTSS","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","","","4"
"1405","SPADINA RD","","LOWTHER AVE","","","","14239870","13463733","312463.55","4836339.68","43.66897","-79.40475","1981-02-12 00:00:00.0","MTSS","","SAP","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"1406","WILLIAM R ALLEN RD","","TRANSIT RD","WILSON HEIGHTS BLVD","","W.H. BLVD NB & SB OFF RAMP","442309","13451786","308465.8695","4844432.3489","43.74183","-79.45432","1981-07-12 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"1407","WILLIAM R ALLEN RD","","SHEPPARD AVE W","","","","10561029","13450458","307732.68","4845366.84","43.75028","-79.46338","1981-07-12 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","1","","4"
